sku_id,product_name,category,week_num,week_start_date,units_demanded,revenue_inr,unit_cost_inr,unit_selling_price_inr,lag_1,lag_2,lag_3,lag_4,lag_8,lag_52,roll_mean_4w,roll_std_4w,roll_mean_8w,roll_std_8w,demand_cv,momentum,is_promo,discount_pct,is_holiday_week,week_of_year,sin_season,cos_season
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,20,2024-05-13,158,75840.0,320.0,480.0,156,222,146,135,162,162,164.75,39.12,153.38,42.8,0.279,0.947,0,0.0,0,20,0.6631,-0.7485
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,21,2024-05-20,172,82560.0,320.0,480.0,158,156,222,146,117,117,170.5,34.73,152.88,42.71,0.279,0.927,0,0.0,0,21,0.5681,-0.823
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,22,2024-05-27,149,71520.0,320.0,480.0,172,158,156,222,89,89,177.0,30.83,159.75,40.48,0.253,0.972,0,0.0,0,22,0.4647,-0.8855
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,23,2024-06-03,115,55200.0,320.0,480.0,149,172,158,156,200,200,158.75,9.64,167.25,29.59,0.177,0.939,0,0.0,0,23,0.3546,-0.935
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,24,2024-06-10,147,70560.0,320.0,480.0,115,149,172,158,135,135,148.5,24.26,156.62,31.36,0.2,0.774,0,0.0,0,24,0.2393,-0.9709
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,25,2024-06-17,93,44640.0,320.0,480.0,147,115,149,172,146,146,145.75,23.43,158.12,30.45,0.193,1.009,0,0.0,0,25,0.1205,-0.9927
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,26,2024-06-24,158,64464.0,320.0,480.0,93,147,115,149,222,222,126.0,26.96,151.5,38.24,0.252,0.738,1,0.15,0,26,0.0,-1.0
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,27,2024-07-01,67,32160.0,320.0,480.0,158,93,147,115,156,156,128.25,29.75,143.5,26.17,0.182,1.232,0,0.0,0,27,-0.1205,-0.9927
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,28,2024-07-08,117,56160.0,320.0,480.0,67,158,93,147,158,158,116.25,43.42,132.38,36.84,0.278,0.576,0,0.0,1,28,-0.2393,-0.9709
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,29,2024-07-15,93,44640.0,320.0,480.0,117,67,158,93,172,172,108.75,38.66,127.25,35.6,0.28,1.076,0,0.0,0,29,-0.3546,-0.935
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,30,2024-07-22,92,44160.0,320.0,480.0,93,117,67,158,149,149,108.75,38.66,117.38,32.2,0.274,0.855,0,0.0,0,30,-0.4647,-0.8855
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,31,2024-07-29,87,41760.0,320.0,480.0,92,93,117,67,115,115,92.25,20.42,110.25,30.47,0.276,0.997,0,0.0,0,31,-0.5681,-0.823
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,32,2024-08-05,90,43200.0,320.0,480.0,87,92,93,117,147,147,97.25,13.43,106.75,31.44,0.294,0.895,0,0.0,0,32,-0.6631,-0.7485
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,33,2024-08-12,131,53448.0,320.0,480.0,90,87,92,93,93,93,90.5,2.65,99.62,27.18,0.273,0.994,1,0.15,1,33,-0.7485,-0.6631
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,34,2024-08-19,143,68640.0,320.0,480.0,131,90,87,92,158,158,100.0,20.77,104.38,29.11,0.279,1.31,0,0.0,0,34,-0.823,-0.5681
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,35,2024-08-26,103,49440.0,320.0,480.0,143,131,90,87,67,67,112.75,28.45,102.5,25.41,0.248,1.268,0,0.0,0,35,-0.8855,-0.4647
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,36,2024-09-02,87,41760.0,320.0,480.0,103,143,131,90,117,117,116.75,24.47,107.0,21.04,0.197,0.882,0,0.0,0,36,-0.935,-0.3546
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,37,2024-09-09,121,58080.0,320.0,480.0,87,103,143,131,93,93,116.0,25.59,103.25,21.66,0.21,0.75,0,0.0,0,37,-0.9709,-0.2393
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,38,2024-09-16,143,68640.0,320.0,480.0,121,87,103,143,92,92,113.5,24.08,106.75,22.03,0.206,1.066,0,0.0,0,38,-0.9927,-0.1205
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,39,2024-09-23,114,54720.0,320.0,480.0,143,121,87,103,87,87,113.5,24.08,113.12,24.4,0.216,1.26,0,0.0,0,39,-1.0,-0.0
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,40,2024-09-30,117,47736.0,320.0,480.0,114,143,121,87,90,90,116.25,23.08,116.5,22.03,0.189,0.981,1,0.15,0,40,-0.9927,0.1205
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,41,2024-10-07,178,85440.0,320.0,480.0,117,114,143,121,131,131,123.75,13.15,119.88,19.28,0.161,0.945,0,0.0,1,41,-0.9709,0.2393
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,42,2024-10-14,93,44640.0,320.0,480.0,178,117,114,143,143,143,138.0,29.68,125.75,28.24,0.225,1.29,0,0.0,0,42,-0.935,0.3546
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,43,2024-10-21,179,85920.0,320.0,480.0,93,178,117,114,103,103,125.5,36.59,119.5,29.38,0.246,0.741,0,0.0,0,43,-0.8855,0.4647
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,44,2024-10-28,240,115200.0,320.0,480.0,179,93,178,117,87,87,141.75,43.55,129.0,35.03,0.272,1.263,0,0.0,1,44,-0.823,0.5681
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,45,2024-11-04,123,59040.0,320.0,480.0,240,179,93,178,121,121,172.5,60.41,148.12,48.14,0.325,1.391,0,0.0,0,45,-0.7485,0.6631
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,46,2024-11-11,140,67200.0,320.0,480.0,123,240,179,93,143,143,158.75,64.84,148.38,47.98,0.323,0.775,0,0.0,0,46,-0.6631,0.7485
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,47,2024-11-18,156,63648.0,320.0,480.0,140,123,240,179,114,114,170.5,51.93,148.0,48.04,0.325,0.821,1,0.15,0,47,-0.5681,0.823
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,48,2024-11-25,141,67680.0,320.0,480.0,156,140,123,240,117,117,164.75,51.94,153.25,46.05,0.3,0.947,0,0.0,0,48,-0.4647,0.8855
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,49,2024-12-02,103,49440.0,320.0,480.0,141,156,140,123,178,178,140.0,13.49,156.25,44.09,0.282,1.007,0,0.0,0,49,-0.3546,0.935
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,50,2024-12-09,138,66240.0,320.0,480.0,103,141,156,140,93,93,135.0,22.55,146.88,46.7,0.318,0.763,0,0.0,0,50,-0.2393,0.9709
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,51,2024-12-16,86,41280.0,320.0,480.0,138,103,141,156,179,179,134.5,22.43,152.5,41.73,0.274,1.026,0,0.0,1,51,-0.1205,0.9927
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,52,2024-12-23,134,64320.0,320.0,480.0,86,138,103,141,240,240,117.0,26.92,140.88,46.03,0.327,0.735,0,0.0,0,52,-0.0,1.0
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,53,2024-12-30,146,70080.0,320.0,480.0,134,86,138,103,123,128,115.25,25.0,127.62,22.82,0.179,1.163,0,0.0,0,1,0.1205,0.9927
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,54,2025-01-06,195,79560.0,320.0,480.0,146,134,86,138,140,121,126.0,27.13,130.5,23.59,0.181,1.159,1,0.15,0,2,0.2393,0.9709
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,55,2025-01-13,148,71040.0,320.0,480.0,195,146,134,86,156,181,140.25,44.77,137.38,32.92,0.24,1.39,0,0.0,1,3,0.3546,0.935
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,56,2025-01-20,205,98400.0,320.0,480.0,148,195,146,134,141,125,155.75,26.89,136.38,32.39,0.238,0.95,0,0.0,0,4,0.4647,0.8855
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,57,2025-01-27,175,84000.0,320.0,480.0,205,148,195,146,103,190,173.5,30.88,144.38,40.57,0.281,1.182,0,0.0,0,5,0.5681,0.823
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,58,2025-02-03,184,88320.0,320.0,480.0,175,205,148,195,138,91,180.75,25.14,153.38,37.98,0.248,0.968,0,0.0,0,6,0.6631,0.7485
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,59,2025-02-10,170,81600.0,320.0,480.0,184,175,205,148,86,111,178.0,23.62,159.12,38.8,0.244,1.034,0,0.0,0,7,0.7485,0.6631
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,60,2025-02-17,223,107040.0,320.0,480.0,170,184,175,205,134,125,183.5,15.46,169.62,25.14,0.148,0.926,0,0.0,0,8,0.823,0.5681
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,61,2025-02-24,216,88128.0,320.0,480.0,223,170,184,175,146,112,188.0,24.04,180.75,26.77,0.148,1.186,1,0.15,0,9,0.8855,0.4647
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,62,2025-03-03,132,63360.0,320.0,480.0,216,223,170,184,195,185,198.25,25.36,189.5,25.18,0.133,1.09,0,0.0,0,10,0.935,0.3546
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,63,2025-03-10,125,60000.0,320.0,480.0,132,216,223,170,148,166,185.25,42.58,181.62,32.11,0.177,0.713,0,0.0,1,11,0.9709,0.2393
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,64,2025-03-17,130,62400.0,320.0,480.0,125,132,216,223,205,162,174.0,52.69,178.75,36.31,0.203,0.718,0,0.0,0,12,0.9927,0.1205
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,65,2025-03-24,125,60000.0,320.0,480.0,130,125,132,216,175,117,150.75,43.6,169.38,38.19,0.226,0.862,0,0.0,0,13,1.0,0.0
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,66,2025-03-31,140,67200.0,320.0,480.0,125,130,125,132,184,89,128.0,3.56,163.12,41.12,0.252,0.977,0,0.0,0,14,0.9927,-0.1205
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,67,2025-04-07,170,81600.0,320.0,480.0,140,125,130,125,170,200,130.0,7.07,157.62,40.87,0.259,1.077,0,0.0,0,15,0.9709,-0.2393
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,68,2025-04-14,165,67320.0,320.0,480.0,170,140,125,130,223,135,141.25,20.16,157.62,40.87,0.259,1.204,1,0.15,0,16,0.935,-0.3546
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,69,2025-04-21,139,66720.0,320.0,480.0,165,170,140,125,216,146,150.0,21.21,150.38,31.74,0.211,1.1,0,0.0,0,17,0.8855,-0.4647
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,70,2025-04-28,284,136320.0,320.0,480.0,139,165,170,140,132,222,153.5,16.3,140.75,17.47,0.124,0.906,0,0.0,1,18,0.823,-0.5681
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,71,2025-05-05,186,89280.0,320.0,480.0,284,139,165,170,125,156,189.5,64.45,159.75,53.04,0.332,1.499,0,0.0,0,19,0.7485,-0.6631
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,72,2025-05-12,230,110400.0,320.0,480.0,186,284,139,165,130,158,193.5,63.32,167.38,51.7,0.309,0.961,0,0.0,0,20,0.6631,-0.7485
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,73,2025-05-19,182,87360.0,320.0,480.0,230,186,284,139,125,172,209.75,61.89,179.88,53.43,0.297,1.097,0,0.0,0,21,0.5681,-0.823
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,74,2025-05-26,196,94080.0,320.0,480.0,182,230,186,284,140,149,220.5,47.59,187.0,48.65,0.26,0.825,0,0.0,0,22,0.4647,-0.8855
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,75,2025-06-02,315,128520.0,320.0,480.0,196,182,230,186,170,115,198.5,21.81,194.0,44.8,0.231,0.987,1,0.15,0,23,0.3546,-0.935
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,76,2025-06-09,141,67680.0,320.0,480.0,315,196,182,230,165,147,230.75,59.67,212.12,60.34,0.284,1.365,0,0.0,0,24,0.2393,-0.9709
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,77,2025-06-16,124,59520.0,320.0,480.0,141,315,196,182,139,93,208.5,74.74,209.12,63.53,0.304,0.676,0,0.0,0,25,0.1205,-0.9927
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,78,2025-06-23,126,60480.0,320.0,480.0,124,141,315,196,284,158,194.0,86.32,207.25,66.07,0.319,0.639,0,0.0,0,26,0.0,-1.0
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,79,2025-06-30,94,45120.0,320.0,480.0,126,124,141,315,186,67,176.5,92.64,187.5,63.41,0.338,0.714,0,0.0,0,27,-0.1205,-0.9927
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,80,2025-07-07,125,60000.0,320.0,480.0,94,126,124,141,230,117,121.25,19.69,176.0,71.54,0.406,0.775,0,0.0,1,28,-0.2393,-0.9709
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,81,2025-07-14,191,91680.0,320.0,480.0,125,94,126,124,182,93,117.25,15.52,162.88,69.83,0.429,1.066,0,0.0,0,29,-0.3546,-0.935
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,82,2025-07-21,238,97104.0,320.0,480.0,191,125,94,126,196,92,134.0,40.8,164.0,70.25,0.428,1.425,1,0.15,0,30,-0.4647,-0.8855
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,83,2025-07-28,122,58560.0,320.0,480.0,238,191,125,94,315,87,162.0,64.83,169.25,74.43,0.44,1.469,0,0.0,0,31,-0.5681,-0.823
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,84,2025-08-04,87,41760.0,320.0,480.0,122,238,191,125,141,90,169.0,55.95,145.12,46.46,0.32,0.722,0,0.0,0,32,-0.6631,-0.7485
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,85,2025-08-11,194,93120.0,320.0,480.0,87,122,238,191,124,131,159.5,67.87,138.38,50.86,0.368,0.545,0,0.0,1,33,-0.7485,-0.6631
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,86,2025-08-18,122,58560.0,320.0,480.0,194,87,122,238,126,143,160.25,68.34,147.12,53.96,0.367,1.211,0,0.0,0,34,-0.823,-0.5681
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,87,2025-08-25,129,61920.0,320.0,480.0,122,194,87,122,94,103,131.25,44.97,146.62,54.21,0.37,0.93,0,0.0,0,35,-0.8855,-0.4647
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,88,2025-09-01,147,70560.0,320.0,480.0,129,122,194,87,125,87,133.0,44.62,151.0,50.65,0.335,0.97,0,0.0,0,36,-0.935,-0.3546
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,89,2025-09-08,141,57528.0,320.0,480.0,147,129,122,194,191,121,148.0,32.42,153.75,49.62,0.323,0.993,1,0.15,0,37,-0.9709,-0.2393
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,90,2025-09-15,136,65280.0,320.0,480.0,141,147,129,122,238,143,134.75,11.32,147.5,47.36,0.321,1.046,0,0.0,0,38,-0.9927,-0.1205
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,91,2025-09-22,126,60480.0,320.0,480.0,136,141,147,129,122,114,138.25,7.63,134.75,30.09,0.223,0.984,0,0.0,0,39,-1.0,-0.0
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,92,2025-09-29,175,84000.0,320.0,480.0,126,136,141,147,87,117,137.5,8.89,135.25,29.88,0.221,0.916,0,0.0,0,40,-0.9927,0.1205
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,93,2025-10-06,182,87360.0,320.0,480.0,175,126,136,141,194,178,144.5,21.27,146.25,25.45,0.174,1.211,0,0.0,1,41,-0.9709,0.2393
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,94,2025-10-13,120,57600.0,320.0,480.0,182,175,126,136,122,93,154.75,27.87,144.75,22.41,0.155,1.176,0,0.0,0,42,-0.935,0.3546
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,95,2025-10-20,156,74880.0,320.0,480.0,120,182,175,126,129,179,150.75,32.26,144.5,22.71,0.157,0.796,0,0.0,0,43,-0.8855,0.4647
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,96,2025-10-27,341,139128.0,320.0,480.0,156,120,182,175,147,240,158.25,27.77,147.88,22.07,0.149,0.986,1,0.15,1,44,-0.823,0.5681
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,97,2025-11-03,151,72480.0,320.0,480.0,341,156,120,182,141,123,199.75,97.54,172.12,71.72,0.417,1.707,0,0.0,0,45,-0.7485,0.6631
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,98,2025-11-10,150,72000.0,320.0,480.0,151,341,156,120,136,140,192.0,100.6,173.38,71.18,0.411,0.786,0,0.0,0,46,-0.6631,0.7485
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,99,2025-11-17,84,40320.0,320.0,480.0,150,151,341,156,126,156,199.5,94.37,175.12,70.3,0.401,0.752,0,0.0,0,47,-0.5681,0.823
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,100,2025-11-24,139,66720.0,320.0,480.0,84,150,151,341,175,141,181.5,110.86,169.88,75.84,0.446,0.463,0,0.0,0,48,-0.4647,0.8855
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,101,2025-12-01,140,67200.0,320.0,480.0,139,84,150,151,182,103,131.0,31.8,165.38,76.56,0.463,1.061,0,0.0,0,49,-0.3546,0.935
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,102,2025-12-08,112,53760.0,320.0,480.0,140,139,84,150,120,138,128.25,29.92,160.12,76.7,0.479,1.092,0,0.0,0,50,-0.2393,0.9709
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,103,2025-12-15,291,118728.0,320.0,480.0,112,140,139,84,156,86,118.75,26.55,159.12,77.34,0.486,0.943,1,0.15,1,51,-0.1205,0.9927
SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,104,2025-12-22,180,86400.0,320.0,480.0,291,112,140,139,341,134,170.5,81.37,176.0,90.22,0.513,1.707,0,0.0,0,52,-0.0,1.0
SKU-BEV-002,Artisanal Cold Brew Coffee 250ml (Pack of 6),Beverages & Dairy,1,2024-01-01,69,37881.0,360.0,549.0,69,69,69,69,69,69,69.0,0.0,69.0,0.0,0.0,1.0,0,0.0,0,1,0.1205,0.9927
SKU-BEV-002,Artisanal Cold Brew Coffee 250ml (Pack of 6),Beverages & Dairy,2,2024-01-08,95,52155.0,360.0,549.0,69,69,69,69,69,69,69.0,0.0,69.0,0.0,0.0,1.0,0,0.0,0,2,0.2393,0.9709
SKU-BEV-002,Artisanal Cold Brew Coffee 250ml (Pack of 6),Beverages & Dairy,3,2024-01-15,10,5490.0,360.0,549.0,95,69,69,69,69,69,82.0,18.38,82.0,18.38,0.224,1.159,0,0.0,1,3,0.3546,0.935
SKU-BEV-002,Artisanal Cold Brew Coffee 250ml (Pack of 6),Beverages & Dairy,4,2024-01-22,61,33489.0,360.0,549.0,10,95,69,69,69,69,58.0,43.55,58.0,43.55,0.751,0.172,0,0.0,0,4,0.4647,0.8855
SKU-BEV-002,Artisanal Cold Brew Coffee 250ml (Pack of 6),Beverages & Dairy,5,2024-01-29,90,49410.0,360.0,549.0,61,10,95,69,69,69,58.75,35.59,58.75,35.59,0.606,1.038,0,0.0,0,5,0.5681,0.823
SKU-BEV-002,Artisanal Cold Brew Coffee 250ml (Pack of 6),Beverages & Dairy,6,2024-02-05,92,50508.0,360.0,549.0,90,61,10,95,95,95,64.0,39.0,65.0,33.85,0.521,1.406,0,0.0,0,6,0.6631,0.7485
SKU-BEV-002,Artisanal Cold Brew Coffee 250ml (Pack of 6),Beverages & Dairy,7,2024-02-12,70,32665.5,360.0,549.0,92,90,61,10,10,10,63.25,38.22,69.5,32.22,0.464,1.455,1,0.15,0,7,0.7485,0.6631
SKU-BEV-002,Artisanal Cold Brew Coffee 250ml (Pack of 6),Beverages & Dairy,8,2024-02-19,126,69174.0,360.0,549.0,70,92,90,61,61,61,78.25,15.2,69.57,29.41,0.423,0.895,0,0.0,0,8,0.823,0.5681
SKU-BEV-002,Artisanal Cold Brew Coffee 250ml (Pack of 6),Beverages & Dairy,9,2024-02-26,85,46665.0,360.0,549.0,126,70,92,90,69,69,94.5,23.23,76.62,33.76,0.441,1.333,0,0.0,0,9,0.8855,0.4647
SKU-BEV-002,Artisanal Cold Brew Coffee 250ml (Pack of 6),Beverages & Dairy,10,2024-03-04,130,71370.0,360.0,549.0,85,126,70,92,95,95,93.25,23.68,78.62,33.71,0.429,0.912,0,0.0,0,10,0.935,0.3546
