week_start_date,week_num,sku_id,product_name,category,units_sold,revenue_inr,is_promo,discount_pct,is_holiday_week,holiday_name,historical_stockout_days
2024-01-15,3,SKU-SNK-005,Baked Oats Digestive Biscuits 300g,Snacks & Packaged Foods,190,15200.0,0,0.00,1,Republic Day Mega Sale,0
2024-01-15,3,SKU-SNK-006,Gourmet Salted Pistachios 250g,Snacks & Packaged Foods,81,35640.0,0,0.00,1,Republic Day Mega Sale,0
2024-01-15,3,SKU-PER-001,Bhringraj & Onion Hair Fall Control Shampoo 300ml,Personal Care,182,54418.0,0,0.00,1,Republic Day Mega Sale,0
2024-01-15,3,SKU-PER-002,Neem & Salicylic Acid Clarifying Face Wash 150ml,Personal Care,161,33810.0,0,0.00,1,Republic Day Mega Sale,0
2024-01-15,3,SKU-PER-003,Matte Gel Sunscreen SPF 50 PA++++ 50g,Personal Care,161,72289.0,0,0.00,1,Republic Day Mega Sale,0
2024-01-15,3,SKU-PER-004,Deep Cleansing Activated Bamboo Charcoal Soap 125g,Personal Care,189,16821.0,0,0.00,1,Republic Day Mega Sale,0
2024-01-15,3,SKU-PER-005,Cedarwood & Argan Nourishing Beard Oil 30ml,Personal Care,33,7994.25,1,0.15,1,Republic Day Mega Sale,0
2024-01-15,3,SKU-PER-006,Hydrating Rose Water Face Toner Mist 200ml,Personal Care,108,21060.0,0,0.00,1,Republic Day Mega Sale,0
2024-01-15,3,SKU-HOU-001,Citrus Herbal Anti-Bacterial Floor Cleaner 2L,Household Essentials,154,35420.0,0,0.00,1,Republic Day Mega Sale,0
2024-01-15,3,SKU-HOU-002,Concentrated Enzymatic Liquid Laundry Detergent 1L,Household Essentials,207,57753.0,0,0.00,1,Republic Day Mega Sale,0
2024-01-15,3,SKU-HOU-003,Multi-Surface Disinfectant Surface Spray 500ml,Household Essentials,186,30690.0,0,0.00,1,Republic Day Mega Sale,0
2024-01-15,3,SKU-HOU-004,100% Biodegradable Cornstarch Garbage Bags (30 pcs),Household Essentials,216,30240.0,0,0.00,1,Republic Day Mega Sale,0
2024-01-15,3,SKU-HOU-005,Lemon Blossom Grease-Cutting Dishwash Gel 750ml,Household Essentials,229,35495.0,0,0.00,1,Republic Day Mega Sale,0
2024-01-15,3,SKU-HOU-006,Lavender Aromatherapy Mosquito Repellent Vaporizer Pack,Household Essentials,113,22487.0,0,0.00,1,Republic Day Mega Sale,0
2024-01-22,4,SKU-GRO-001,Royal Basmati Rice 5kg,Staples & Groceries,183,109617.0,0,0.00,0,None,0
2024-01-22,4,SKU-GRO-002,Sharbati Whole Wheat Atta 10kg,Staples & Groceries,240,104400.0,0,0.00,0,None,0
2024-01-22,4,SKU-GRO-003,Cold-Pressed Mustard Oil 1L,Staples & Groceries,183,35685.0,0,0.00,0,None,0
2024-01-22,4,SKU-GRO-004,Organic Toor Dal 2kg,Staples & Groceries,158,43450.0,0,0.00,0,None,0
2024-01-22,4,SKU-GRO-005,Refined Sulphur-Free Sugar 5kg,Staples & Groceries,174,36827.1,1,0.15,0,None,0
2024-01-22,4,SKU-GRO-006,Assam Orthodox Whole Leaf Tea 500g,Staples & Groceries,144,44064.0,1,0.15,0,None,0
2024-01-22,4,SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,125,60000.0,0,0.00,0,None,0
2024-01-22,4,SKU-BEV-002,Artisanal Cold Brew Coffee 250ml (Pack of 6),Beverages & Dairy,61,33489.0,0,0.00,0,None,0
2024-01-22,4,SKU-BEV-003,Alphonso Mango Pulp Tin 850g,Beverages & Dairy,132,24684.0,1,0.15,0,None,0
2024-01-22,4,SKU-BEV-004,Sparkling Botanical Tonic Water 250ml,Beverages & Dairy,142,12070.0,0,0.00,0,None,0
2024-01-22,4,SKU-BEV-005,Roasted Almond Badam Milk Mix 500g,Beverages & Dairy,57,17955.0,0,0.00,0,None,0
2024-01-22,4,SKU-BEV-006,Tender Coconut Water Tetrapack 200ml (12-pk),Beverages & Dairy,146,61320.0,0,0.00,0,None,0
2024-01-22,4,SKU-SNK-001,Peri Peri Roasted Foxnut Makhana 150g,Snacks & Packaged Foods,163,30807.0,0,0.00,0,None,0
2024-01-22,4,SKU-SNK-002,Dark Chocolate Quinoa Granola 400g,Snacks & Packaged Foods,93,32457.0,0,0.00,0,None,0
2024-01-22,4,SKU-SNK-003,Multigrain Roasted Nachos 200g,Snacks & Packaged Foods,259,21794.85,1,0.15,0,None,0
2024-01-22,4,SKU-SNK-004,Handcrafted Kaju Katli Gift Box 500g,Snacks & Packaged Foods,23,13777.0,0,0.00,0,None,0
2024-01-22,4,SKU-SNK-005,Baked Oats Digestive Biscuits 300g,Snacks & Packaged Foods,157,12560.0,0,0.00,0,None,0
2024-01-22,4,SKU-SNK-006,Gourmet Salted Pistachios 250g,Snacks & Packaged Foods,35,15400.0,0,0.00,0,None,0
2024-01-22,4,SKU-PER-001,Bhringraj & Onion Hair Fall Control Shampoo 300ml,Personal Care,114,34086.0,0,0.00,0,None,0
2024-01-22,4,SKU-PER-002,Neem & Salicylic Acid Clarifying Face Wash 150ml,Personal Care,139,29190.0,0,0.00,0,None,0
2024-01-22,4,SKU-PER-003,Matte Gel Sunscreen SPF 50 PA++++ 50g,Personal Care,92,41308.0,0,0.00,0,None,0
2024-01-22,4,SKU-PER-004,Deep Cleansing Activated Bamboo Charcoal Soap 125g,Personal Care,157,13973.0,0,0.00,0,None,0
2024-01-22,4,SKU-PER-005,Cedarwood & Argan Nourishing Beard Oil 30ml,Personal Care,36,10260.0,0,0.00,0,None,0
2024-01-22,4,SKU-PER-006,Hydrating Rose Water Face Toner Mist 200ml,Personal Care,84,16380.0,0,0.00,0,None,0
2024-01-22,4,SKU-HOU-001,Citrus Herbal Anti-Bacterial Floor Cleaner 2L,Household Essentials,189,36949.5,1,0.15,0,None,0
2024-01-22,4,SKU-HOU-002,Concentrated Enzymatic Liquid Laundry Detergent 1L,Household Essentials,234,55493.1,1,0.15,0,None,0
2024-01-22,4,SKU-HOU-003,Multi-Surface Disinfectant Surface Spray 500ml,Household Essentials,151,24915.0,0,0.00,0,None,0
2024-01-22,4,SKU-HOU-004,100% Biodegradable Cornstarch Garbage Bags (30 pcs),Household Essentials,144,20160.0,0,0.00,0,None,0
2024-01-22,4,SKU-HOU-005,Lemon Blossom Grease-Cutting Dishwash Gel 750ml,Household Essentials,211,32705.0,0,0.00,0,None,0
2024-01-22,4,SKU-HOU-006,Lavender Aromatherapy Mosquito Repellent Vaporizer Pack,Household Essentials,129,25671.0,0,0.00,0,None,0
2024-01-29,5,SKU-GRO-001,Royal Basmati Rice 5kg,Staples & Groceries,194,98775.1,1,0.15,0,None,0
2024-01-29,5,SKU-GRO-002,Sharbati Whole Wheat Atta 10kg,Staples & Groceries,267,116145.0,0,0.00,0,None,0
2024-01-29,5,SKU-GRO-003,Cold-Pressed Mustard Oil 1L,Staples & Groceries,202,39390.0,0,0.00,0,None,0
2024-01-29,5,SKU-GRO-004,Organic Toor Dal 2kg,Staples & Groceries,205,47918.75,1,0.15,0,None,0
2024-01-29,5,SKU-GRO-005,Refined Sulphur-Free Sugar 5kg,Staples & Groceries,191,47559.0,0,0.00,0,None,0
2024-01-29,5,SKU-GRO-006,Assam Orthodox Whole Leaf Tea 500g,Staples & Groceries,101,36360.0,0,0.00,0,None,0
2024-01-29,5,SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,190,77520.0,1,0.15,0,None,0
2024-01-29,5,SKU-BEV-002,Artisanal Cold Brew Coffee 250ml (Pack of 6),Beverages & Dairy,90,49410.0,0,0.00,0,None,0
2024-01-29,5,SKU-BEV-003,Alphonso Mango Pulp Tin 850g,Beverages & Dairy,77,16940.0,0,0.00,0,None,0
2024-01-29,5,SKU-BEV-004,Sparkling Botanical Tonic Water 250ml,Beverages & Dairy,155,13175.0,0,0.00,0,None,0
2024-01-29,5,SKU-BEV-005,Roasted Almond Badam Milk Mix 500g,Beverages & Dairy,53,16695.0,0,0.00,0,None,0
2024-01-29,5,SKU-BEV-006,Tender Coconut Water Tetrapack 200ml (12-pk),Beverages & Dairy,142,59640.0,0,0.00,0,None,0
2024-01-29,5,SKU-SNK-001,Peri Peri Roasted Foxnut Makhana 150g,Snacks & Packaged Foods,182,34398.0,0,0.00,0,None,0
2024-01-29,5,SKU-SNK-002,Dark Chocolate Quinoa Granola 400g,Snacks & Packaged Foods,61,21289.0,0,0.00,0,None,0
2024-01-29,5,SKU-SNK-003,Multigrain Roasted Nachos 200g,Snacks & Packaged Foods,212,20988.0,0,0.00,0,None,0
2024-01-29,5,SKU-SNK-004,Handcrafted Kaju Katli Gift Box 500g,Snacks & Packaged Foods,42,25158.0,0,0.00,0,None,0
2024-01-29,5,SKU-SNK-005,Baked Oats Digestive Biscuits 300g,Snacks & Packaged Foods,185,14800.0,0,0.00,0,None,0
2024-01-29,5,SKU-SNK-006,Gourmet Salted Pistachios 250g,Snacks & Packaged Foods,43,18920.0,0,0.00,0,None,0
2024-01-29,5,SKU-PER-001,Bhringraj & Onion Hair Fall Control Shampoo 300ml,Personal Care,120,35880.0,0,0.00,0,None,0
2024-01-29,5,SKU-PER-002,Neem & Salicylic Acid Clarifying Face Wash 150ml,Personal Care,157,32970.0,0,0.00,0,None,0
2024-01-29,5,SKU-PER-003,Matte Gel Sunscreen SPF 50 PA++++ 50g,Personal Care,69,30981.0,0,0.00,0,None,0
2024-01-29,5,SKU-PER-004,Deep Cleansing Activated Bamboo Charcoal Soap 125g,Personal Care,150,13350.0,0,0.00,0,None,0
2024-01-29,5,SKU-PER-005,Cedarwood & Argan Nourishing Beard Oil 30ml,Personal Care,20,5700.0,0,0.00,0,None,0
2024-01-29,5,SKU-PER-006,Hydrating Rose Water Face Toner Mist 200ml,Personal Care,55,10725.0,0,0.00,0,None,0
2024-01-29,5,SKU-HOU-001,Citrus Herbal Anti-Bacterial Floor Cleaner 2L,Household Essentials,180,41400.0,0,0.00,0,None,0
2024-01-29,5,SKU-HOU-002,Concentrated Enzymatic Liquid Laundry Detergent 1L,Household Essentials,230,64170.0,0,0.00,0,None,0
2024-01-29,5,SKU-HOU-003,Multi-Surface Disinfectant Surface Spray 500ml,Household Essentials,108,17820.0,0,0.00,0,None,0
2024-01-29,5,SKU-HOU-004,100% Biodegradable Cornstarch Garbage Bags (30 pcs),Household Essentials,165,19635.0,1,0.15,0,None,0
2024-01-29,5,SKU-HOU-005,Lemon Blossom Grease-Cutting Dishwash Gel 750ml,Household Essentials,178,27590.0,0,0.00,0,None,0
2024-01-29,5,SKU-HOU-006,Lavender Aromatherapy Mosquito Repellent Vaporizer Pack,Household Essentials,82,16318.0,0,0.00,0,None,0
2024-02-05,6,SKU-GRO-001,Royal Basmati Rice 5kg,Staples & Groceries,131,78469.0,0,0.00,0,None,0
2024-02-05,6,SKU-GRO-002,Sharbati Whole Wheat Atta 10kg,Staples & Groceries,220,95700.0,0,0.00,0,None,0
2024-02-05,6,SKU-GRO-003,Cold-Pressed Mustard Oil 1L,Staples & Groceries,250,48750.0,0,0.00,0,None,3
2024-02-05,6,SKU-GRO-004,Organic Toor Dal 2kg,Staples & Groceries,113,31075.0,0,0.00,0,None,0
2024-02-05,6,SKU-GRO-005,Refined Sulphur-Free Sugar 5kg,Staples & Groceries,190,47310.0,0,0.00,0,None,0
2024-02-05,6,SKU-GRO-006,Assam Orthodox Whole Leaf Tea 500g,Staples & Groceries,113,40680.0,0,0.00,0,None,0
2024-02-05,6,SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,91,43680.0,0,0.00,0,None,0
2024-02-05,6,SKU-BEV-002,Artisanal Cold Brew Coffee 250ml (Pack of 6),Beverages & Dairy,92,50508.0,0,0.00,0,None,0
2024-02-05,6,SKU-BEV-003,Alphonso Mango Pulp Tin 850g,Beverages & Dairy,157,34540.0,0,0.00,0,None,0
2024-02-05,6,SKU-BEV-004,Sparkling Botanical Tonic Water 250ml,Beverages & Dairy,61,5185.0,0,0.00,0,None,0
2024-02-05,6,SKU-BEV-005,Roasted Almond Badam Milk Mix 500g,Beverages & Dairy,107,33705.0,0,0.00,0,None,0
2024-02-05,6,SKU-BEV-006,Tender Coconut Water Tetrapack 200ml (12-pk),Beverages & Dairy,136,57120.0,0,0.00,0,None,0
2024-02-05,6,SKU-SNK-001,Peri Peri Roasted Foxnut Makhana 150g,Snacks & Packaged Foods,252,40483.8,1,0.15,0,None,0
2024-02-05,6,SKU-SNK-002,Dark Chocolate Quinoa Granola 400g,Snacks & Packaged Foods,41,14309.0,0,0.00,0,None,0
2024-02-05,6,SKU-SNK-003,Multigrain Roasted Nachos 200g,Snacks & Packaged Foods,202,19998.0,0,0.00,0,None,0
2024-02-05,6,SKU-SNK-004,Handcrafted Kaju Katli Gift Box 500g,Snacks & Packaged Foods,34,20366.0,0,0.00,0,None,0
2024-02-05,6,SKU-SNK-005,Baked Oats Digestive Biscuits 300g,Snacks & Packaged Foods,162,12960.0,0,0.00,0,None,0
2024-02-05,6,SKU-SNK-006,Gourmet Salted Pistachios 250g,Snacks & Packaged Foods,104,45760.0,0,0.00,0,None,0
2024-02-05,6,SKU-PER-001,Bhringraj & Onion Hair Fall Control Shampoo 300ml,Personal Care,121,36179.0,0,0.00,0,None,0
2024-02-05,6,SKU-PER-002,Neem & Salicylic Acid Clarifying Face Wash 150ml,Personal Care,113,23730.0,0,0.00,0,None,0
2024-02-05,6,SKU-PER-003,Matte Gel Sunscreen SPF 50 PA++++ 50g,Personal Care,63,28287.0,0,0.00,0,None,0
2024-02-05,6,SKU-PER-004,Deep Cleansing Activated Bamboo Charcoal Soap 125g,Personal Care,201,17889.0,0,0.00,0,None,0
2024-02-05,6,SKU-PER-005,Cedarwood & Argan Nourishing Beard Oil 30ml,Personal Care,32,9120.0,0,0.00,0,None,0
2024-02-05,6,SKU-PER-006,Hydrating Rose Water Face Toner Mist 200ml,Personal Care,70,13650.0,0,0.00,0,None,0
2024-02-05,6,SKU-HOU-001,Citrus Herbal Anti-Bacterial Floor Cleaner 2L,Household Essentials,152,34960.0,0,0.00,0,None,0
2024-02-05,6,SKU-HOU-002,Concentrated Enzymatic Liquid Laundry Detergent 1L,Household Essentials,177,49383.0,0,0.00,0,None,0
2024-02-05,6,SKU-HOU-003,Multi-Surface Disinfectant Surface Spray 500ml,Household Essentials,184,25806.0,1,0.15,0,None,0
2024-02-05,6,SKU-HOU-004,100% Biodegradable Cornstarch Garbage Bags (30 pcs),Household Essentials,156,21840.0,0,0.00,0,None,0
2024-02-05,6,SKU-HOU-005,Lemon Blossom Grease-Cutting Dishwash Gel 750ml,Household Essentials,183,28365.0,0,0.00,0,None,0
2024-02-05,6,SKU-HOU-006,Lavender Aromatherapy Mosquito Repellent Vaporizer Pack,Household Essentials,91,15392.65,1,0.15,0,None,0
2024-02-12,7,SKU-GRO-001,Royal Basmati Rice 5kg,Staples & Groceries,133,79667.0,0,0.00,0,None,0
2024-02-12,7,SKU-GRO-002,Sharbati Whole Wheat Atta 10kg,Staples & Groceries,333,123126.75,1,0.15,0,None,0
2024-02-12,7,SKU-GRO-003,Cold-Pressed Mustard Oil 1L,Staples & Groceries,248,48360.0,0,0.00,0,None,0
2024-02-12,7,SKU-GRO-004,Organic Toor Dal 2kg,Staples & Groceries,139,38225.0,0,0.00,0,None,0
2024-02-12,7,SKU-GRO-005,Refined Sulphur-Free Sugar 5kg,Staples & Groceries,190,47310.0,0,0.00,0,None,0
2024-02-12,7,SKU-GRO-006,Assam Orthodox Whole Leaf Tea 500g,Staples & Groceries,74,26640.0,0,0.00,0,None,0
2024-02-12,7,SKU-BEV-001,Authentic Masala Chai Premix 1kg,Beverages & Dairy,111,53280.0,0,0.00,0,None,0
2024-02-12,7,SKU-BEV-002,Artisanal Cold Brew Coffee 250ml (Pack of 6),Beverages & Dairy,70,32665.5,1,0.15,0,None,0
2024-02-12,7,SKU-BEV-003,Alphonso Mango Pulp Tin 850g,Beverages & Dairy,81,17820.0,0,0.00,0,None,0
2024-02-12,7,SKU-BEV-004,Sparkling Botanical Tonic Water 250ml,Beverages & Dairy,113,9605.0,0,0.00,0,None,0
2024-02-12,7,SKU-BEV-005,Roasted Almond Badam Milk Mix 500g,Beverages & Dairy,64,20160.0,0,0.00,0,None,0
2024-02-12,7,SKU-BEV-006,Tender Coconut Water Tetrapack 200ml (12-pk),Beverages & Dairy,146,61320.0,0,0.00,0,None,0
2024-02-12,7,SKU-SNK-001,Peri Peri Roasted Foxnut Makhana 150g,Snacks & Packaged Foods,228,43092.0,0,0.00,0,None,0
2024-02-12,7,SKU-SNK-002,Dark Chocolate Quinoa Granola 400g,Snacks & Packaged Foods,80,27920.0,0,0.00,0,None,0
2024-02-12,7,SKU-SNK-003,Multigrain Roasted Nachos 200g,Snacks & Packaged Foods,184,18216.0,0,0.00,0,None,0
